timestamp,lat,lng,direction,speed
2025-11-21T02:41:59.279664,22.303086,114.1747836,0,0
2025-11-21T02:41:59.279664,22.30331,114.1745,279.179,0
2025-11-21T02:41:59.279664,22.3009847,114.1798476,0,0
2025-11-21T02:41:59.279664,22.3009722,114.1756642,0,0
2025-11-21T02:41:59.279664,22.3029895,114.1772109,0,0
2025-11-21T02:41:59.279664,22.3017472,114.1782394,0,0
2025-11-21T02:41:59.279664,22.3026999,114.176896,23,0
2025-11-21T02:41:59.279664,22.301423,114.179883,0,0
2025-11-21T02:41:59.279664,22.3042464,114.1782878,194,0
2025-11-21T02:41:59.279664,22.3093638,114.1783899,328,0
2025-11-21T02:41:59.279664,22.3004591,114.176675,0,0
2025-11-21T02:41:59.279664,22.3013154,114.1761996,18,0
2025-11-21T02:41:59.279664,22.3062367,114.1814264,153,0
2025-11-21T02:41:59.279664,22.3028384,114.1777584,217,0
2025-11-21T02:41:59.279664,22.3028531,114.1836826,9,0
2025-11-21T02:41:59.279664,22.3027977,114.1770383,36,0
2025-11-21T02:41:59.279664,22.2993654,114.1807145,171,0
2025-11-21T02:41:59.279664,22.300769,114.1799421,0,0
2025-11-21T02:41:59.279664,22.3011568,114.1805345,0,0
2025-11-21T02:41:59.279664,22.3007427,114.1805923,158,0
2025-11-21T02:41:59.279664,22.3028032,114.1776862,293,0
2025-11-21T02:41:59.279664,22.3085799,114.1790791,340,0
2025-11-21T02:41:59.279664,22.3020381,114.1765052,0,0
2025-11-21T02:41:59.279664,22.2993544,114.1809061,0,0
2025-11-21T02:41:59.279664,22.3198977,114.1728625,0,0
2025-11-21T02:41:59.279664,22.3172862,114.1696692,338,0
2025-11-21T02:41:59.279664,22.3174505,114.1695016,232.605,0
2025-11-21T02:41:59.279664,22.3171777,114.171611,0,0
2025-11-21T02:41:59.279664,22.3172633,114.16961,0,0
2025-11-21T02:41:59.279664,22.3196454,114.1659705,169,0
2025-11-21T02:41:59.279664,22.31542,114.17054,250.195,9.43094
2025-11-21T02:41:59.279664,22.3159951,114.1701092,0,0
2025-11-21T02:41:59.279664,22.3186732,114.1718822,59,0
2025-11-21T02:41:59.279664,22.3193427,114.1705229,0,0
2025-11-21T02:41:59.279664,22.320726,114.1688786,0,0
2025-11-21T02:41:59.279664,22.3156068,114.1688572,90,0
2025-11-21T02:41:59.279664,22.31707,114.17159,176.52,0
2025-11-21T02:41:59.279664,22.3218617,114.1690767,0,0
2025-11-21T02:41:59.279664,22.3168631,114.1739947,120,0
2025-11-21T02:41:59.279664,22.314975,114.1695546,0,0
2025-11-21T02:41:59.279664,22.3206632,114.168648,0,0
2025-11-21T02:41:59.279664,22.3186202,114.1718835,0,0
2025-11-21T02:41:59.279664,22.3166273,114.1698914,0,0
2025-11-21T02:41:59.279664,22.3164857,114.1700393,0,0
2025-11-21T02:41:59.279664,22.3167392,114.1684317,319,0
2025-11-21T02:41:59.279664,22.3173652,114.1683058,0,0
2025-11-21T02:41:59.279664,22.3236965,114.1670343,0,0
2025-11-21T02:41:59.279664,22.3191463,114.168807,0,0
2025-11-21T02:41:59.279664,22.322771,114.1682382,325,8.12
2025-11-21T02:41:59.279664,22.3195127,114.1703022,255,0
2025-11-21T02:41:59.279664,22.3151998,114.1693833,0,0.00423711
2025-11-21T02:41:59.279664,22.3217243,114.1687987,348,0
2025-11-21T02:41:59.279664,22.3174508,114.1721303,348,0
2025-11-21T02:41:59.279664,22.317643,114.1696629,0,0
2025-11-21T02:41:59.279664,22.316931,114.1668762,0,0
2025-11-21T02:41:59.279664,22.3230983,114.167565,0,0
2025-11-21T02:41:59.279664,22.3174553,114.168462,0,0
2025-11-21T02:41:59.279664,22.3182261,114.1690051,0,0
2025-11-21T02:41:59.279664,22.3204955,114.165948,151,0
2025-11-21T02:41:59.279664,22.3150638,114.168329,0,0
2025-11-21T02:41:59.279664,22.3228052,114.1668068,0,0
2025-11-21T02:41:59.279664,22.3238652,114.1686453,0,0
2025-11-21T02:41:59.279664,22.3186413,114.1747489,0,0
2025-11-21T02:41:59.279664,22.3241642,114.1683822,0,0
2025-11-21T02:41:59.279664,22.3206474,114.1683415,0,0
2025-11-21T02:41:59.279664,22.3196539,114.1702295,0,0
2025-11-21T02:41:59.279664,22.32378,114.16753,256.418,10.3424
2025-11-21T02:41:59.279664,22.3155357,114.1700649,285,0
2025-11-21T02:41:59.279664,22.3232408,114.1671462,130,0
2025-11-21T02:41:59.279664,22.3173649,114.1685724,0,0
2025-11-21T02:41:59.279664,22.3005775,114.1680157,347,0
2025-11-21T02:41:59.279664,22.303086,114.1747836,0,0
2025-11-21T02:41:59.279664,22.2993302,114.1757941,0,0
2025-11-21T02:41:59.279664,22.2987938,114.1682738,0,0
2025-11-21T02:41:59.279664,22.2990372,114.1738646,0,0
2025-11-21T02:41:59.279664,22.3005807,114.1726078,0,0
2025-11-21T02:41:59.279664,22.2991253,114.1734565,171,0
2025-11-21T02:41:59.279664,22.2991241,114.1743694,196,0
2025-11-21T02:41:59.279664,22.2995512,114.1760663,213,0
2025-11-21T02:41:59.279664,22.29705,114.17319,83.5801,7.50512
2025-11-21T02:41:59.279664,22.3033817,114.173914,0,0
2025-11-21T02:41:59.279664,22.3011095,114.1751387,0,0
2025-11-21T02:41:59.279664,22.30331,114.1745,279.179,0
2025-11-21T02:41:59.279664,22.2962866,114.1693879,0,0
2025-11-21T02:41:59.279664,22.300153,114.1725333,0,0
2025-11-21T02:41:59.279664,22.2995873,114.17222,0,0
2025-11-21T02:41:59.279664,22.2994182,114.1760759,0,0
2025-11-21T02:41:59.279664,22.2990833,114.174055,0,0
2025-11-21T02:41:59.279664,22.3004584,114.1724398,0,0
2025-11-21T02:41:59.279664,22.2995343,114.173435,340,0
2025-11-21T02:41:59.279664,22.3009722,114.1756642,0,0
2025-11-21T02:41:59.279664,22.3033331,114.1714455,40,0
2025-11-21T02:41:59.279664,22.3003677,114.1723087,0,0
2025-11-21T02:41:59.279664,22.299943,114.1760955,0,0
2025-11-21T02:41:59.279664,22.2982115,114.1726864,92,0
2025-11-21T02:41:59.279664,22.2992812,114.1735748,0,0
2025-11-21T02:41:59.279664,22.29732,114.17533,85.9089,0
2025-11-21T02:41:59.279664,22.3027023,114.1723579,0,0
2025-11-21T02:41:59.279664,22.29901,114.17573,358.196,1.47245
2025-11-21T02:41:59.279664,22.3040244,114.173205,259,0
2025-11-21T02:41:59.279664,22.3026833,114.1722833,265,0
2025-11-21T02:41:59.279664,22.2990909,114.1740778,0,0
2025-11-21T02:41:59.279664,22.299377,114.1719537,0,0
2025-11-21T02:41:59.279664,22.2992469,114.1747432,0,0
2025-11-21T02:41:59.279664,22.2970902,114.173769,86,0
2025-11-21T02:41:59.279664,22.29944,114.1754318,0,0
2025-11-21T02:41:59.279664,22.3004591,114.176675,0,0
2025-11-21T02:41:59.279664,22.30235,114.17188,176.319,9.96789
2025-11-21T02:41:59.279664,22.29934,114.17577,17.8933,-1
2025-11-21T02:41:59.279664,22.296907,114.1753845,0,0
2025-11-21T02:41:59.279664,22.299004,114.1739004,304,0
2025-11-21T02:41:59.279664,22.3013154,114.1761996,18,0
2025-11-21T02:41:59.279664,22.3010944,114.1749209,0,0
2025-11-21T02:41:59.279664,22.3007474,114.1739239,154,0
2025-11-21T02:41:59.279664,22.3012882,114.1752064,0,0
2025-11-21T02:41:59.279664,22.3031828,114.1699349,92,4
2025-11-21T02:41:59.279664,22.2988333,114.1731133,0,0
2025-11-21T02:41:59.279664,22.2987424,114.1728348,0,0
2025-11-21T02:41:59.279664,22.299869,114.1754267,0,0
2025-11-21T02:41:59.279664,22.3005642,114.1747474,255,0
2025-11-21T02:41:59.279664,22.299314,114.17456,252,0
2025-11-21T02:41:59.279664,22.3005629,114.1728643,72,0
2025-11-21T02:41:59.279664,22.302767,114.1733956,175,0
2025-11-21T02:41:59.279664,22.3020381,114.1765052,0,0
2025-11-21T02:41:59.279664,22.2816264,114.1591747,0,0
2025-11-21T02:41:59.279664,22.28093,114.15477,155.221,10.3254
2025-11-21T02:41:59.279664,22.2825657,114.1548775,0,0
2025-11-21T02:41:59.279664,22.2806281,114.1625243,0,0
2025-11-21T02:41:59.279664,22.2798719,114.1591899,0,0
2025-11-21T02:41:59.279664,22.285182,114.1580274,342,0
2025-11-21T02:41:59.279664,22.2779283,114.1593417,44,0
2025-11-21T02:41:59.279664,22.2802544,114.1581293,0,0
2025-11-21T02:41:59.279664,22.2811711,114.1553408,0,0
2025-11-21T02:41:59.279664,22.2783696,114.1612807,221,0
2025-11-21T02:41:59.279664,22.2799768,114.1594418,0,0
2025-11-21T02:41:59.279664,22.279409,114.1616002,0,0
2025-11-21T02:41:59.279664,22.2812051,114.1553459,0,0
2025-11-21T02:41:59.279664,22.2776467,114.15823,82,0
2025-11-21T02:41:59.279664,22.2843264,114.1543993,0,0
2025-11-21T02:41:59.279664,22.2812909,114.1559121,0,0
2025-11-21T02:41:59.279664,22.2804339,114.1845686,0,0
2025-11-21T02:41:59.279664,22.2802753,114.1817228,144,0
2025-11-21T02:41:59.279664,22.2816428,114.1825195,241,0
2025-11-21T02:41:59.279664,22.2825311,114.1830745,0,0
2025-11-21T02:41:59.279664,22.2797582,114.1807535,81,0
2025-11-21T02:41:59.279664,22.2790219,114.1856862,0,0
2025-11-21T02:41:59.279664,22.2786826,114.182184,0,0
2025-11-21T02:41:59.279664,22.2824379,114.1820207,0,0
2025-11-21T02:41:59.279664,22.2779937,114.1816596,154,0
2025-11-21T02:41:59.279664,22.2802823,114.1807902,338,0
2025-11-21T02:41:59.279664,22.2797168,114.1846587,0,0
2025-11-21T02:41:59.279664,22.2842767,114.1875133,73,0
2025-11-21T02:41:59.279664,22.2810067,114.1820939,0,0
2025-11-21T02:41:59.279664,22.2765634,114.1810952,196,16
2025-11-21T02:41:59.279664,22.38272,114.19673,297.527,0
2025-11-21T02:41:59.279664,22.3807122,114.1943873,310,0
2025-11-21T02:41:59.279664,22.384645,114.1934795,41,0
2025-11-21T02:41:59.279664,22.3827177,114.1920112,0,0
2025-11-21T02:41:59.279664,22.3862862,114.1906435,38,0
